시도,시군구,성별,총합계,한국계중국인,베트남,중국,우즈베키스탄,네팔,미국,캄보디아,인도네시아,미얀마,필리핀,타이,몽골,스리랑카,카자흐스탄,한국계러시아인,방글라데시,일본,캐나다,러시아(연방),파키스탄,타이완,인도,키르기즈,라오스,오스트레일리아,영국,프랑스,말레이시아,남아프리카공화국,우크라이나,티모르민주공화국,독일,튀르키예,뉴질랜드,이집트,나이지리아,타지키스탄,홍콩,시리아,모로코,에티오피아,브라질,이탈리아,이란,스페인,가나,투르크메니스탄,예멘공화국,싱가포르,멕시코,아프가니스탄,네덜란드,리비아,사우디아라비아,르완다,폴란드,카메룬,튀니지,케냐,부룬디,탄자니아,콜롬비아,스웨덴,요르단,아일랜드,알제리,우간다,이라크,아제르바이잔,벨기에,페루,스위스,라이베리아,콩고민주공화국,노르웨이,수단,벨라루스,칠레,덴마크,오스트리아,핀란드,루마니아,헝가리,세네갈,아르헨티나,포르투갈,에콰도르,이스라엘,그리스,기니,말리,아랍에미리트연합,체코,코트디부아르,리투아니아,불가리아,베네수엘라,아이티,마카오,무국적,조지아,팔레스타인,짐바브웨,파라과이,시에라리온,가봉,감비아,앙골라,슬로바크,잠비아,크로아티아,코스타리카,아르메니아,도미니카공화국,라트비아,파나마,볼리비아,과테말라,영국외지민,브루나이,말라위,엘살바도르,세르비아,부르키나파소,몰도바,카타르,온두라스,룩셈부르크,마다가스카르,피지,쿠바,에스토니아,슬로베니아,레바논,모잠비크,토고,오만,니카라과,우루과이,쿠웨이트,콩고,국적불명,부탄,알바니아,남수단공화국,바누아투,트리니다드토바고,자메이카,도미니카연방,바레인,보츠와나,에스와티니,키프로스,몰타,베냉,모리타니,소말리아,국제연합,가이아나,솔로몬군도,세인트크리스토퍼네비스,레소토,니제르,바하마,파푸아뉴기니,아이슬란드,북마케도니아,중앙아프리카공화국,적도기니,기니비사우,보스니아-헤르체고비나,마샬군도,모리셔스,몬테네그로,나미비아,몰디브,바베이도스,그레나다,세인트루시아,차드,에리트레아,코소보,벨리즈,통가,키리바시,미이크로네시아,협약난민,앤티카바부다,안도라,영국해외영토시민,팔라우,코모로,지부티,국제연합 전문기구,영국외지시민,모나코,교황청,미상,홍콩거주난민,세인트빈센트그레나딘,수리남,산마리노,나우루,사모아,기타난민
강원특별자치도,홍천군,총계,"1,386",228,179,55,58,190,60,116,40,61,49,150,18,,15,3,24,28,10,7,4,7,26,12,13,4,2,1,5,3,1,,,3,4,1,,2,,,2,,,,1,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원특별자치도,홍천군,남성,772,104,65,14,42,156,22,74,13,60,26,73,9,,12,1,19,1,5,3,4,4,26,11,10,2,2,1,3,,,,,2,3,1,,2,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원특별자치도,홍천군,여성,614,124,114,41,16,34,38,42,27,1,23,77,9,,3,2,5,27,5,4,,3,,1,3,2,,,2,3,1,,,1,1,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원특별자치도,화천군,총계,315,24,39,11,2,53,22,35,1,23,10,35,2,8,1,,1,18,3,11,,1,,3,1,3,1,,,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원특별자치도,화천군,남성,188,7,18,5,,50,10,21,,23,6,22,,8,,,1,1,,11,,1,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원특별자치도,화천군,여성,127,17,21,6,2,3,12,14,1,,4,13,2,,1,,,17,3,,,,,1,1,1,1,,,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원특별자치도,횡성군,총계,"1,617",215,273,75,52,255,61,103,87,48,50,176,5,17,12,,42,16,7,5,22,1,1,8,45,10,2,,,7,,,3,,6,,,,,3,1,,,,,,1,,,2,1,,,,,,,3,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원특별자치도,횡성군,남성,"1,003",85,166,27,43,220,22,66,55,44,30,116,3,16,3,,33,,3,,18,,1,6,27,4,1,,,1,,,2,,2,,,,,3,1,,,,,,1,,,1,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원특별자치도,횡성군,여성,614,130,107,48,9,35,39,37,32,4,20,60,2,1,9,,9,16,4,5,4,1,,2,18,6,1,,,6,,,1,,4,,,,,,,,,,,,,,,1,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기도,총계,총계,"734,495","302,908","57,895","65,840","29,378","28,315","30,489","22,239","11,376","23,382","19,408","18,363","12,228","8,430","10,327","13,425","15,425","7,551","6,811","5,437","5,473","2,588","5,435","3,790","2,990","2,223","1,311",633,"1,000","1,321","1,680",868,635,782,"1,078",667,"1,314",680,450,549,488,286,389,174,330,221,585,317,157,183,218,273,155,34,78,254,153,514,105,216,498,218,127,103,67,116,218,190,158,68,82,108,74,327,228,34,110,96,58,31,40,36,47,44,84,66,48,50,48,27,103,73,2,26,84,22,28,39,69,18,43,19,9,39,31,37,20,24,38,15,11,16,20,18,15,14,13,17,18,19,4,10,11,8,12,23,,20,3,15,11,10,9,5,6,19,26,,14,7,1,14,14,6,6,4,7,2,6,,3,3,16,2,,2,,4,,4,3,2,4,6,3,1,,1,,2,6,4,2,3,2,,1,2,1,2,1,2,3,,1,,1,,2,,,2,1,,,,,,,1,,1,1,1,,1
경기도,가평군,총계,"1,831",366,177,85,54,112,171,33,9,58,26,49,27,12,13,10,36,400,25,17,6,13,7,2,6,12,13,6,4,13,,,3,,2,,,2,2,,,,18,3,1,1,4,,,1,,,1,,,,1,,,,,,1,2,,1,1,,,,1,1,1,,2,,6,,,,3,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,1,,,,,,,3,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기도,가평군,남성,822,163,51,25,37,91,82,6,6,55,5,21,10,12,8,2,27,113,13,8,6,8,5,2,4,6,12,4,4,2,,,2,,,,,2,1,,,,9,2,1,1,2,,,,,,1,,,,,,,,,,,1,,1,,,,,,,,,1,,5,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기도,가평군,여성,"1,009",203,126,60,17,21,89,27,3,3,21,28,17,,5,8,9,287,12,9,,5,2,,2,6,1,2,,11,,,1,,2,,,,1,,,,9,1,,,2,,,1,,,,,,,1,,,,,,1,1,,,1,,,,1,1,1,,1,,1,,,,2,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기도,고양시 덕양구,총계,"8,693","2,640",569,"1,149",209,459,859,139,55,88,153,318,175,42,34,21,58,298,281,57,40,154,38,21,35,115,57,51,10,16,15,2,25,15,46,115,14,8,35,7,8,9,8,9,3,11,37,4,7,16,6,,6,1,20,1,5,17,1,4,,1,6,4,1,7,3,1,2,,10,3,3,1,,2,,3,3,,3,3,1,,4,1,1,1,1,,,1,,,2,,1,,,,,,,1,2,,2,,1,2,,1,,,,,,2,1,1,,1,,,,,,,,1,2,1,1,,,,1,,,1,,,,,,1,,,,,1,1,1,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
경기도,고양시 덕양구,남성,"4,008","1,240",187,437,134,282,389,98,26,80,50,132,64,31,15,7,46,32,124,13,35,69,22,10,22,61,33,33,5,6,2,2,9,,25,103,13,7,10,5,3,8,2,4,1,3,31,3,6,6,3,,4,1,9,1,,11,,3,,,2,2,,5,1,,,,5,1,2,1,,1,,1,2,,3,1,,,3,,1,1,,,,,,,2,,1,,,,,,,,2,,,,1,1,,1,,,,,,1,,,,1,,,,,,,,,2,1,,,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
경기도,고양시 덕양구,여성,"4,685","1,400",382,712,75,177,470,41,29,8,103,186,111,11,19,14,12,266,157,44,5,85,16,11,13,54,24,18,5,10,13,,16,15,21,12,1,1,25,2,5,1,6,5,2,8,6,1,1,10,3,,2,,11,,5,6,1,1,,1,4,2,1,2,2,1,2,,5,2,1,,,1,,2,1,,,2,1,,1,1,,,1,,,1,,,,,,,,,,,,1,,,2,,,1,,,,,,,,1,1,1,,,,,,,,,,1,,,1,,,,,,,1,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기도,고양시 일산동구,총계,"7,162","1,803",476,553,114,275,895,293,63,185,297,271,261,60,29,33,122,167,347,54,63,112,84,10,50,91,48,31,5,36,8,9,29,12,34,16,6,2,10,11,10,12,11,9,11,10,10,,16,4,,3,2,,3,1,6,10,4,1,,2,5,2,,3,2,2,5,2,4,,,,1,,,3,3,,1,,2,3,,3,1,1,6,2,,,,2,,2,2,2,,,2,,,,,,,,,,,1,,,,,1,,,1,,1,,1,,2,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기도,고양시 일산동구,남성,"3,785",841,256,204,76,233,388,254,35,179,166,178,116,51,7,17,97,27,158,10,47,62,51,7,40,41,27,16,1,13,3,9,15,6,18,12,4,,,10,8,7,6,2,5,8,9,,16,2,,1,1,,3,1,2,4,,1,,2,1,2,,2,,,5,1,1,,,,,,,1,,,,,,1,,3,1,1,1,1,,,,1,,1,,,,,2,,,,,,,,,,,1,,,,,,,,,,1,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기도,고양시 일산동구,여성,"3,377",962,220,349,38,42,507,39,28,6,131,93,145,9,22,16,25,140,189,44,16,50,33,3,10,50,21,15,4,23,5,,14,6,16,4,2,2,10,1,2,5,5,7,6,2,1,,,2,,2,1,,,,4,6,4,,,,4,,,1,2,2,,1,3,,,,1,,,2,3,,1,,2,2,,,,,5,1,,,,1,,1,2,2,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기도,고양시 일산서구,총계,"6,383","2,669",200,558,132,47,659,126,33,71,76,121,610,5,4,27,31,145,250,82,32,63,15,59,13,73,31,13,3,16,2,4,17,11,48,14,3,,12,12,11,3,3,4,,2,4,,7,8,3,3,3,9,,,2,,2,1,,,1,1,,2,,,7,2,1,3,2,,,,,2,2,1,,,1,,,,1,,,1,,,,,,1,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기도,고양시 일산서구,남성,"3,078","1,305",79,204,92,38,294,76,18,67,28,53,301,4,2,16,26,21,116,56,22,30,7,38,8,29,19,5,2,4,,4,10,8,26,12,2,,1,9,8,1,1,1,,2,4,,4,5,,1,2,6,,,,,1,,,,,,,,,,7,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기도,고양시 일산서구,여성,"3,305","1,364",121,354,40,9,365,50,15,4,48,68,309,1,2,11,5,124,134,26,10,33,8,21,5,44,12,8,1,12,2,,7,3,22,2,1,,11,3,3,2,2,3,,,,,3,3,3,2,1,3,,,2,,1,1,,,1,1,,2,,,,1,1,2,2,,,,,2,2,,,,1,,,,1,,,1,,,,,,1,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기도,과천시,총계,573,50,14,44,3,10,185,3,5,7,9,1,4,,1,,,32,92,4,,10,,,,28,9,8,4,5,2,3,4,5,11,,,,3,,,,1,,,1,,,,1,1,,4,,,,,,,1,,,,2,,,,,2,,1,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기도,과천시,남성,223,23,6,13,1,9,78,1,3,6,,,1,,,,,1,33,,,3,,,,13,5,5,,2,,,2,1,7,,,,1,,,,,,,,,,,1,1,,3,,,,,,,1,,,,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기도,과천시,여성,350,27,8,31,2,1,107,2,2,1,9,1,3,,1,,,31,59,4,,7,,,,15,4,3,4,3,2,3,2,4,4,,,,2,,,,1,,,1,,,,,,,1,,,,,,,,,,,1,,,,,1,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기도,광명시,총계,"5,513","3,453",264,540,23,48,246,61,29,85,65,84,31,10,12,6,8,154,106,27,7,41,6,3,4,40,30,13,11,10,1,,8,3,8,,,1,10,,,1,8,5,,5,1,,,4,,,2,,,,3,,4,,,,,,,1,,,,,1,2,2,,5,1,,1,1,,1,,,,,1,1,1,1,1,,,,,2,,1,1,,,1,,1,,1,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기도,광명시,남성,"2,606","1,722",85,193,8,36,116,47,11,77,21,50,12,8,4,2,6,34,44,6,7,19,5,2,1,16,13,7,7,4,,,5,,5,,,,2,,,1,4,1,,3,1,,,2,,,1,,,,,,,,,,,,,1,,,,,1,,1,,2,1,,,,,1,,,,,,1,,1,,,,,,1,,1,1,,,1,,1,,1,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기도,광명시,여성,"2,907","1,731",179,347,15,12,130,14,18,8,44,34,19,2,8,4,2,120,62,21,,22,1,1,3,24,17,6,4,6,1,,3,3,3,,,1,8,,,,4,4,,2,,,,2,,,1,,,,3,,4,,,,,,,,,,,,,2,1,,3,,,1,1,,,,,,,1,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기도,광주시,총계,"19,399","4,730","1,980",963,882,"1,092",469,"1,735",460,"1,071","1,236",708,674,436,231,223,"1,072",149,163,121,323,36,29,116,90,68,23,11,12,11,29,24,10,10,25,6,4,12,11,,14,4,7,4,11,3,7,1,10,2,3,6,3,,,5,,1,1,1,2,,3,,,1,3,7,1,,3,,3,3,1,,,1,2,3,2,1,,1,2,1,1,,,,1,2,,1,1,,1,2,2,,3,,,2,,1,1,1,,1,,,,,,,,,2,,,2,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,
경기도,광주시,남성,"12,498","2,438","1,075",328,612,879,216,"1,317",415,"1,033",951,488,364,387,109,115,913,10,82,78,296,15,25,67,66,28,15,7,7,4,15,14,7,3,13,6,4,9,2,,7,3,2,1,10,1,6,,6,1,1,2,2,,,3,,1,,1,2,,,,,1,2,3,,,2,,1,2,1,,,,,2,2,1,,1,2,,1,,,,1,2,,,1,,1,,2,,1,,,1,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,
경기도,광주시,여성,"6,901","2,292",905,635,270,213,253,418,45,38,285,220,310,49,122,108,159,139,81,43,27,21,4,49,24,40,8,4,5,7,14,10,3,7,12,,,3,9,,7,1,5,3,1,2,1,1,4,1,2,4,1,,,2,,,1,,,,3,,,,1,4,1,,1,,2,1,,,,1,2,1,,,,,,1,,,,,,,,1,,,,2,,,2,,,1,,1,1,,,1,,,,,,,,,1,,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기도,구리시,총계,"2,380",632,185,212,30,43,215,100,14,66,45,103,285,2,3,8,5,141,49,23,7,17,13,6,5,23,12,11,1,12,3,11,12,12,10,1,1,,8,,3,,6,3,5,3,1,,,2,2,,1,,1,,3,,,1,,,,5,,,,,,,2,1,1,,,,5,,,,2,,,,,1,,1,1,,,,,,1,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기도,구리시,남성,"1,132",317,67,81,12,33,92,84,3,60,19,52,140,1,1,4,4,20,28,5,7,6,9,2,,10,3,7,,4,1,11,8,8,6,,1,,1,,,,4,1,2,2,1,,,1,2,,,,,,1,,,1,,,,2,,,,,,,2,,,,,,2,,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기도,구리시,여성,"1,248",315,118,131,18,10,123,16,11,6,26,51,145,1,2,4,1,121,21,18,,11,4,4,5,13,9,4,1,8,2,,4,4,4,1,,,7,,3,,2,2,3,1,,,,1,,,1,,1,,2,,,,,,,3,,,,,,,,1,1,,,,3,,,,1,,,,,1,,,1,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기도,군포시,총계,"10,624","6,935",955,"1,169",50,109,248,80,54,140,120,103,64,50,10,9,37,134,95,19,16,27,13,5,18,25,25,10,5,9,3,,13,2,16,2,1,1,2,,4,,4,1,1,1,1,,,1,1,,1,,,,3,1,3,1,1,,,1,,6,1,,,,,2,1,,,,,,,,1,,,1,,1,,,,,,3,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기도,군포시,남성,"5,194","3,432",473,489,26,89,112,60,42,103,50,34,23,43,3,5,30,10,41,6,12,12,11,1,12,10,15,6,2,4,,,4,,5,2,1,,2,,1,,1,1,,1,,,,1,,,1,,,,1,1,,,1,,,,,4,1,,,,,1,1,,,,,,,,,,,,,,,,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기도,군포시,여성,"5,430","3,503",482,680,24,20,136,20,12,37,70,69,41,7,7,4,7,124,54,13,4,15,2,4,6,15,10,4,3,5,3,,9,2,11,,,1,,,3,,3,,1,,1,,,,1,,,,,,2,,3,1,,,,1,,2,,,,,,1,,,,,,,,,1,,,1,,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기도,김포시,총계,"32,715","7,062","2,087","1,741","1,479","2,749",697,"1,886","1,207","3,563","1,479","1,378",769,932,358,473,"1,905",291,271,165,552,133,88,215,152,76,56,15,38,51,51,54,22,25,52,92,11,13,28,58,62,12,7,7,1,6,19,1,19,4,4,58,5,3,,5,2,1,5,4,7,4,5,3,12,2,25,1,83,,1,4,1,1,2,3,,2,2,,1,1,1,1,10,3,1,3,1,1,2,1,,,1,1,2,1,5,,3,,,,,1,1,1,,,,,,,,1,1,,1,2,,,1,,3,,,,,,,,,,1,1,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
경기도,김포시,남성,"23,244","3,780","1,368",682,"1,038","2,412",325,"1,704","1,137","3,354","1,284","1,093",389,834,196,238,"1,592",34,133,57,489,65,76,142,131,41,28,7,20,13,25,53,9,12,34,80,7,7,9,46,38,10,5,7,,2,19,,17,3,1,35,4,3,,4,,1,2,1,5,2,2,1,10,1,20,1,63,,1,1,,,2,2,,,,,1,,1,,8,,,1,1,1,1,1,,,1,1,1,,5,,,,,,,1,1,1,,,,,,,,1,1,,,1,,,,,3,,,,,,,,,,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
경기도,김포시,여성,"9,471","3,282",719,"1,059",441,337,372,182,70,209,195,285,380,98,162,235,313,257,138,108,63,68,12,73,21,35,28,8,18,38,26,1,13,13,18,12,4,6,19,12,24,2,2,,1,4,,1,2,1,3,23,1,,,1,2,,3,3,2,2,3,2,2,1,5,,20,,,3,1,1,,1,,2,2,,,1,,1,2,3,1,2,,,1,,,,,,1,1,,,3,,,,,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기도,남양주시,총계,"12,582","2,061","1,330",792,240,693,911,651,277,504,802,554,417,309,97,30,577,387,267,331,153,61,240,53,126,103,41,25,13,41,7,48,18,79,46,9,19,10,15,4,18,5,13,8,33,8,4,1,3,6,4,,4,,2,1,5,2,9,2,,3,4,,,3,6,2,1,3,4,6,2,1,2,3,,13,4,,,1,4,3,2,3,2,,1,,,,,1,,1,,2,2,,1,2,,,3,2,,,,,,2,,2,,3,,1,1,1,,,,1,,,,4,,,,,1,,,,,,,,,,,,,,4,,1,,1,,,,,1,,,,,,1,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
경기도,남양주시,남성,"6,998",932,631,204,163,579,379,501,230,457,544,350,214,291,20,12,473,41,130,50,138,22,195,32,94,45,27,14,6,13,1,35,8,16,24,5,18,6,4,3,5,3,7,1,5,4,4,,1,1,1,,4,,1,,2,2,2,1,,3,,,,3,4,1,,,1,2,2,1,1,1,,2,4,,,,,,2,,1,,,,,,,1,,,,,2,,1,,,,1,2,,,,,,2,,,,,,,1,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
경기도,남양주시,여성,"5,584","1,129",699,588,77,114,532,150,47,47,258,204,203,18,77,18,104,346,137,281,15,39,45,21,32,58,14,11,7,28,6,13,10,63,22,4,1,4,11,1,13,2,6,7,28,4,,1,2,5,3,,,,1,1,3,,7,1,,,4,,,,2,1,1,3,3,4,,,1,2,,11,,,,1,4,3,,3,1,,1,,,,,,,1,,2,,,,2,,,2,,,,,,,,,2,,3,,1,,1,,,,,,,,2,,,,,1,,,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기도,동두천시,총계,"5,052",687,323,355,124,293,424,115,60,67,577,118,131,139,3,3,145,24,21,32,100,17,51,19,25,11,6,1,2,54,1,,,19,2,28,534,,,100,7,6,2,1,25,3,101,,,,2,1,,1,,1,,5,6,6,,,,1,,1,,23,17,,1,9,,121,6,,,,1,,,,,,2,4,,1,,,3,17,,1,4,,,,22,,1,,,10,,,,,1,,,,,,,,,2,,,,,,,1,,,1,,,,,,,,4,14,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
